Refid,country,continent,st_design,plant?,setting,species,serotype,plant_serotype,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
3716,Japan,Asia,Single group observational,Yes,Feed manufacturing plant,Not Reported,S. Agona,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Anatum,Agona,Typhimurium,Cubana,Havana,Liverpool,Livingstone,Albany",,,,,,,Not reported,"equipment,environment",,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Anatum,Agona,Typhimurium,Cubana,Havana,Liverpool,Livingstone,Albany","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources,Evaluation of interventions to reduce Salmonella",,,,,disinfection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3716,Japan,Asia,Single group observational,Yes,Feed manufacturing plant,Not Reported,S. Typhimurium,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Anatum,Agona,Typhimurium,Cubana,Havana,Liverpool,Livingstone,Albany",,,,,,,Not reported,"equipment,environment",,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Anatum,Agona,Typhimurium,Cubana,Havana,Liverpool,Livingstone,Albany","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources,Evaluation of interventions to reduce Salmonella",,,,,disinfection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3716,Japan,Asia,Single group observational,Yes,Feed manufacturing plant,Not Reported,S. Livingstone,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Anatum,Agona,Typhimurium,Cubana,Havana,Liverpool,Livingstone,Albany",,,,,,,Not reported,"equipment,environment",,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Anatum,Agona,Typhimurium,Cubana,Havana,Liverpool,Livingstone,Albany","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources,Evaluation of interventions to reduce Salmonella",,,,,disinfection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9266,Turkey,Asia,Single group observational,Yes,Feed manufacturing plant,Not Reported,S. spp,"Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis",,,,,,,Not reported,feed,"Feather meal,meat meal,blood meal,meat and bone meal,Chicken meal","Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9266,Turkey,Asia,Single group observational,Yes,Feed manufacturing plant,Not Reported,S. Typhimurium,"Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis",,,,,,,Not reported,feed,"Feather meal,meat meal,blood meal,meat and bone meal,Chicken meal","Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9266,Turkey,Asia,Single group observational,Yes,Feed manufacturing plant,Not Reported,S. Enteritidis,"Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis",,,,,,,Not reported,feed,"Feather meal,meat meal,blood meal,meat and bone meal,Chicken meal","Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,China,Asia,Single group observational,Yes,"Feed manufacturing plant,Animal feed at retail,On-farm (including farmed fish sites)",Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,Not reported,feed,"animal byproducts,Rapeseed,Commercial feed,Feeding yeast,Soybean meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,Not reported,feed,"animal byproducts,commercial, not otherwise specified,Rapeseed,Soybean meal,Feeding yeast",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,Not reported,feed,"animal byproducts,commercial feed, not otherwise specified,Feeding yeast,Rapeseed,Soybean meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,"The authors did not report what types of feed were sampled at which locations (mill, farm, store)"
4806,Finland,Europe,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Cattle or Buffalo,S. Infantis,Infantis,,,,,,,"Cattle, not further specified",feed,"dry grain,pelleted feed,Rapeseed,Soybean meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Infantis,"Molecular characterization (descriptive),Outbreak investigation",,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,"dry grain,pelleted feed,Rapeseed,Soybean meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Infantis,"Molecular characterization (descriptive),Outbreak investigation",,,,,,,,,,,,,,,,,
4244,Norway,Europe,"Laboratory study (experimental, something manipulated)",Yes,Feed manufacturing plant,Fish,S. spp,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Agona,Kentucky",,,,,,,Fish / shellfish,feed,Not reported,"Concentration,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Agona,Kentucky","Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,disinfectants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The only relevant experiments are the suspension ones because they were the only ones that used feeds (as opposed to Salmonella isolated from feed or feed factories).
4244,Norway,Europe,"Laboratory study (experimental, something manipulated)",Yes,Feed manufacturing plant,Fish,S. Senftenberg,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Agona,Kentucky",,,,,,,Fish / shellfish,feed,Not reported,"Concentration,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Agona,Kentucky","Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,disinfectants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The only relevant experiments are the suspension ones because they were the only ones that used feeds (as opposed to Salmonella isolated from feed or feed factories).
4244,Norway,Europe,"Laboratory study (experimental, something manipulated)",Yes,Feed manufacturing plant,Fish,S. Montevideo,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Agona,Kentucky",,,,,,,Fish / shellfish,feed,Not reported,"Concentration,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Agona,Kentucky","Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,disinfectants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The only relevant experiments are the suspension ones because they were the only ones that used feeds (as opposed to Salmonella isolated from feed or feed factories).
4244,Norway,Europe,"Laboratory study (experimental, something manipulated)",Yes,Feed manufacturing plant,Fish,S. Agona,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Agona,Kentucky",,,,,,,Fish / shellfish,feed,Not reported,"Concentration,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Agona,Kentucky","Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,disinfectants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The only relevant experiments are the suspension ones because they were the only ones that used feeds (as opposed to Salmonella isolated from feed or feed factories).
4298,Norway,Europe,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,"Feed manufacturing plant,Not specified",Fish,S. Senftenberg,"Senftenberg,Tennessee,Montevideo,Anatum,Agona,Worthington,Enteritidis,Livingstone,Kentucky",,,,,,,Fish / shellfish,"feed,environment","Not reported,corn products,Fish meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Tennessee,Montevideo,Anatum,Agona,Worthington,Enteritidis,Livingstone,Kentucky","Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,"not reported,Fish meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Montevideo,Schwarzewngrund,Anatum,Havana,Berta,cerro,Lille,Lexington,Livingstone,ohio,Stanley,Bere,6,7:b:-","Determining serotypes present,Molecular characterization (descriptive)",,,,,,"In the fish feed factories, environmental and feed samples were taken. In addition ""domestic and imported fish feed ingredients"" (source not reported) were included in this study."
4298,Norway,Europe,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,"Feed manufacturing plant,Not specified",Fish,S. Tennessee,"Senftenberg,Tennessee,Montevideo,Anatum,Agona,Worthington,Enteritidis,Livingstone,Kentucky",,,,,,,Fish / shellfish,"feed,environment","Not reported,corn products,Fish meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Tennessee,Montevideo,Anatum,Agona,Worthington,Enteritidis,Livingstone,Kentucky","Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,"not reported,Fish meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Montevideo,Schwarzewngrund,Anatum,Havana,Berta,cerro,Lille,Lexington,Livingstone,ohio,Stanley,Bere,6,7:b:-","Determining serotypes present,Molecular characterization (descriptive)",,,,,,"In the fish feed factories, environmental and feed samples were taken. In addition ""domestic and imported fish feed ingredients"" (source not reported) were included in this study."
4298,Norway,Europe,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,"Feed manufacturing plant,Not specified",Fish,S. Montevideo,"Senftenberg,Tennessee,Montevideo,Anatum,Agona,Worthington,Enteritidis,Livingstone,Kentucky",,,,,,,Fish / shellfish,"feed,environment","Not reported,corn products,Fish meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Tennessee,Montevideo,Anatum,Agona,Worthington,Enteritidis,Livingstone,Kentucky","Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,"not reported,Fish meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Montevideo,Schwarzewngrund,Anatum,Havana,Berta,cerro,Lille,Lexington,Livingstone,ohio,Stanley,Bere,6,7:b:-","Determining serotypes present,Molecular characterization (descriptive)",,,,,,"In the fish feed factories, environmental and feed samples were taken. In addition ""domestic and imported fish feed ingredients"" (source not reported) were included in this study."
4298,Norway,Europe,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,"Feed manufacturing plant,Not specified",Fish,S. Anatum,"Senftenberg,Tennessee,Montevideo,Anatum,Agona,Worthington,Enteritidis,Livingstone,Kentucky",,,,,,,Fish / shellfish,"feed,environment","Not reported,corn products,Fish meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Tennessee,Montevideo,Anatum,Agona,Worthington,Enteritidis,Livingstone,Kentucky","Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,"not reported,Fish meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Montevideo,Schwarzewngrund,Anatum,Havana,Berta,cerro,Lille,Lexington,Livingstone,ohio,Stanley,Bere,6,7:b:-","Determining serotypes present,Molecular characterization (descriptive)",,,,,,"In the fish feed factories, environmental and feed samples were taken. In addition ""domestic and imported fish feed ingredients"" (source not reported) were included in this study."
4298,Norway,Europe,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,"Feed manufacturing plant,Not specified",Fish,S. Agona,"Senftenberg,Tennessee,Montevideo,Anatum,Agona,Worthington,Enteritidis,Livingstone,Kentucky",,,,,,,Fish / shellfish,"feed,environment","Not reported,corn products,Fish meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Tennessee,Montevideo,Anatum,Agona,Worthington,Enteritidis,Livingstone,Kentucky","Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,"not reported,Fish meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Montevideo,Schwarzewngrund,Anatum,Havana,Berta,cerro,Lille,Lexington,Livingstone,ohio,Stanley,Bere,6,7:b:-","Determining serotypes present,Molecular characterization (descriptive)",,,,,,"In the fish feed factories, environmental and feed samples were taken. In addition ""domestic and imported fish feed ingredients"" (source not reported) were included in this study."
4298,Norway,Europe,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,"Feed manufacturing plant,Not specified",Fish,S. Livingstone,"Senftenberg,Tennessee,Montevideo,Anatum,Agona,Worthington,Enteritidis,Livingstone,Kentucky",,,,,,,Fish / shellfish,"feed,environment","Not reported,corn products,Fish meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Tennessee,Montevideo,Anatum,Agona,Worthington,Enteritidis,Livingstone,Kentucky","Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,"not reported,Fish meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Montevideo,Schwarzewngrund,Anatum,Havana,Berta,cerro,Lille,Lexington,Livingstone,ohio,Stanley,Bere,6,7:b:-","Determining serotypes present,Molecular characterization (descriptive)",,,,,,"In the fish feed factories, environmental and feed samples were taken. In addition ""domestic and imported fish feed ingredients"" (source not reported) were included in this study."
4298,Norway,Europe,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,"Feed manufacturing plant,Not specified",Fish,S. Enteritidis,"Senftenberg,Tennessee,Montevideo,Anatum,Agona,Worthington,Enteritidis,Livingstone,Kentucky",,,,,,,Fish / shellfish,"feed,environment","Not reported,corn products,Fish meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Tennessee,Montevideo,Anatum,Agona,Worthington,Enteritidis,Livingstone,Kentucky","Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,"not reported,Fish meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Montevideo,Schwarzewngrund,Anatum,Havana,Berta,cerro,Lille,Lexington,Livingstone,ohio,Stanley,Bere,6,7:b:-","Determining serotypes present,Molecular characterization (descriptive)",,,,,,"In the fish feed factories, environmental and feed samples were taken. In addition ""domestic and imported fish feed ingredients"" (source not reported) were included in this study."
9121,Greece,Europe,Analytical observational,Yes,Feed manufacturing plant,Poultry,S. Anatum,"Anatum,Infantis,Orion,Braenderup,Cubana,Livingstone,Saintpaul,Krefeld,Newlands,Blockley,Alamo,Cocvafvils,Tournai,Chao",,,,,,,"Broiler chickens,Laying hens",feed,"pelleted feed,Fish meal,Soya,meat and bone meal","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Anatum,Infantis,Orion,Braenderup,Cubana,Livingstone,Saintpaul,Krefeld,Newlands,Blockley,Alamo,Cocvafvils,Tournai,Chao","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,feed characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9121,Greece,Europe,Analytical observational,Yes,Feed manufacturing plant,Poultry,S. Infantis,"Anatum,Infantis,Orion,Braenderup,Cubana,Livingstone,Saintpaul,Krefeld,Newlands,Blockley,Alamo,Cocvafvils,Tournai,Chao",,,,,,,"Broiler chickens,Laying hens",feed,"pelleted feed,Fish meal,Soya,meat and bone meal","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Anatum,Infantis,Orion,Braenderup,Cubana,Livingstone,Saintpaul,Krefeld,Newlands,Blockley,Alamo,Cocvafvils,Tournai,Chao","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,feed characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
