Refid,country,continent,st_design,farm?,setting,species,serotype,farm_serotype,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
5419,India,Asia,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. Typhimurium,"Typhimurium,Kottbus,S. II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Typhimurium,Kottbus,S. II","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,
10039,India,Asia,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,"fishmeal,compound feed","Molecular characteristics,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
10543,India,Asia,Clinical / field trial with natural disease exposure,Yes,On-farm (including farmed fish sites),Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,
11397,India,Asia,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Enteritidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickens, not further specified",feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,"geographic region,farm characteristics",,,,,,,,,,,,,
11397,India,Asia,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Enteritidis,"Not specified / any or all combined / Salmonella spp.,Enteritidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickens, not further specified",feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,"geographic region,farm characteristics",,,,,,,,,,,,,
11685,India,Asia,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Typhimurium,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,
12652,India,Asia,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Molecular characteristics",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,"season, climate",,,,,,,,,,,,,
16666,India,Asia,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,On-farm (including farmed fish sites),Poultry,S. Enteritidis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Molecular characteristics,Results were combined among sample types,Reported number of positive samples without a denominator,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Outbreak investigation",,,,,,,,,,,,,,,,,
9088,Iran,Asia,Diagnostic test evaluation,Yes,On-farm (including farmed fish sites),Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,,"Culture-based,DNA-based",,,,,,,,,,,,,,
9088,Iran,Asia,Diagnostic test evaluation,Yes,On-farm (including farmed fish sites),Poultry,S. Enteritidis,"Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,,"Culture-based,DNA-based",,,,,,,,,,,,,,
9088,Iran,Asia,Diagnostic test evaluation,Yes,On-farm (including farmed fish sites),Poultry,S. Typhimurium,"Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,,"Culture-based,DNA-based",,,,,,,,,,,,,,
1495,Japan,Asia,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Schwarzewngrund,Infantis,Manhatten,OUT:d:1,7,OUT:r:1,5,&lsquo;Yovokome&rsquo; (O8:d:1,5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Schwarzewngrund,Infantis,Manhatten,OUT:d:1,7,OUT:r:1,5,&lsquo;Yovokome&rsquo; (O8:d:1,5)","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,
1495,Japan,Asia,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Infantis,"Not specified / any or all combined / Salmonella spp.,Schwarzewngrund,Infantis,Manhatten,OUT:d:1,7,OUT:r:1,5,&lsquo;Yovokome&rsquo; (O8:d:1,5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Schwarzewngrund,Infantis,Manhatten,OUT:d:1,7,OUT:r:1,5,&lsquo;Yovokome&rsquo; (O8:d:1,5)","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,
4571,Japan,Asia,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Tennessee,Infantis,Enteritidis,Thompson,Orion,Corvallis,Derby,LIvingstone,Lexington,Ohio,Cerro,Bareilly,Amersfoort,Georgia,Jerusalem,Adabraka,Suberu,Slade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Tennessee,Infantis,Enteritidis,Thompson,Orion,Corvallis,Derby,LIvingstone,Lexington,Ohio,Cerro,Bareilly,Amersfoort,Georgia,Jerusalem,Adabraka,Suberu,Slade","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
4571,Japan,Asia,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Infantis,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Tennessee,Infantis,Enteritidis,Thompson,Orion,Corvallis,Derby,LIvingstone,Lexington,Ohio,Cerro,Bareilly,Amersfoort,Georgia,Jerusalem,Adabraka,Suberu,Slade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Tennessee,Infantis,Enteritidis,Thompson,Orion,Corvallis,Derby,LIvingstone,Lexington,Ohio,Cerro,Bareilly,Amersfoort,Georgia,Jerusalem,Adabraka,Suberu,Slade","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
4571,Japan,Asia,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Senftenberg,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Tennessee,Infantis,Enteritidis,Thompson,Orion,Corvallis,Derby,LIvingstone,Lexington,Ohio,Cerro,Bareilly,Amersfoort,Georgia,Jerusalem,Adabraka,Suberu,Slade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Tennessee,Infantis,Enteritidis,Thompson,Orion,Corvallis,Derby,LIvingstone,Lexington,Ohio,Cerro,Bareilly,Amersfoort,Georgia,Jerusalem,Adabraka,Suberu,Slade","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
4571,Japan,Asia,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Enteritidis,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Tennessee,Infantis,Enteritidis,Thompson,Orion,Corvallis,Derby,LIvingstone,Lexington,Ohio,Cerro,Bareilly,Amersfoort,Georgia,Jerusalem,Adabraka,Suberu,Slade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Tennessee,Infantis,Enteritidis,Thompson,Orion,Corvallis,Derby,LIvingstone,Lexington,Ohio,Cerro,Bareilly,Amersfoort,Georgia,Jerusalem,Adabraka,Suberu,Slade","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
4571,Japan,Asia,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Derby,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Tennessee,Infantis,Enteritidis,Thompson,Orion,Corvallis,Derby,LIvingstone,Lexington,Ohio,Cerro,Bareilly,Amersfoort,Georgia,Jerusalem,Adabraka,Suberu,Slade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Tennessee,Infantis,Enteritidis,Thompson,Orion,Corvallis,Derby,LIvingstone,Lexington,Ohio,Cerro,Bareilly,Amersfoort,Georgia,Jerusalem,Adabraka,Suberu,Slade","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
378,Malaysia,Asia,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickens, not further specified",feed,"Not specified,commercial feed, not otherwise specified","Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,"They were meat chickens, but they were not commercial broiler chickens. Outcome of risk factor analysis was positive birds, not positive feed."
5125,Malaysia,Asia,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All feed samples were negative for Salmonella.
10452,Malaysia,Asia,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis,Braenderup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis,Braenderup","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,
10452,Malaysia,Asia,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Enteritidis,"Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis,Braenderup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis,Braenderup","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,
10452,Malaysia,Asia,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Typhimurium,"Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis,Braenderup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis,Braenderup","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,
9940,Saudi Arabia,Asia,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,Not specified,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
