Refid,country,st_design,setting,species,design,outcome,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
19466,Canada,Single group observational,On-farm,Cattle or Buffalo,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,supplement,"Reported number of positive samples without a denominator,Serotype(s) present in food / food environment / food equipment",Give,"Estimating prevalence of Salmonella,Outbreak investigation",,,,,,,,,,,,,,,,,
19469,USA,Single group observational,On-farm,Cattle or Buffalo,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beef cattle,feed,poultry litter intended as feed,"Prevalence / proportion positive,Concentration",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella",,,,,,,,,,,,,,,,,
10146,Not reported,Clinical / field trial with natural disease exposure,On-farm,Cattle or Buffalo,Clinical / field trial with natural disease exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buffalo / bison,feed,poultry litter intended as feed,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,deep stacking,,,,,,,,,,,,
1488,Not reported,Diagnostic test evaluation,Retail,Cattle or Buffalo,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5729,USA,Diagnostic test evaluation,Retail,Cattle or Buffalo,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Not reported,"Laboratory study (experimental, something manipulated)",Retail,Cattle or Buffalo,Laboratory study (experimental),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,USA,Analytical observational,Not Specified,Cattle or Buffalo,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,Great Britain,Analytical observational,Not Specified,Cattle or Buffalo,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9292,Poland,Analytical observational,Not Specified,Cattle or Buffalo,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16446,Belgium,Analytical observational,Not Specified,Cattle or Buffalo,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Not reported,Diagnostic test evaluation,Not Specified,Cattle or Buffalo,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4206,USA,Diagnostic test evaluation,Not Specified,Cattle or Buffalo,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,Not reported,Diagnostic test evaluation,Not Specified,Cattle or Buffalo,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9119,Sweden,Diagnostic test evaluation,Not Specified,Cattle or Buffalo,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Cattle or Buffalo,Laboratory study (experimental),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,pelleted feed,"Concentration,Survival time",Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,heat treatment,
2173,Spain,"Laboratory study (experimental, something manipulated)",Not Specified,Cattle or Buffalo,Laboratory study (experimental),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,"pelleted feed,Commercial feed",Survival time,Not specified / any or all combined / Salmonella spp.,"Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,Organic Acids and Temperature,
3617,USA,"Laboratory study (experimental, something manipulated)",Not Specified,Cattle or Buffalo,Laboratory study (experimental),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,Recycled poultry bedding,"Prevalence / proportion positive,Concentration,Survival time,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,stacking,
12709,Brazil,"Laboratory study (experimental, something manipulated)",Not Specified,Cattle or Buffalo,Laboratory study (experimental),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dairy cattle,feed,Colostrum,"Concentration,Survival time,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Enteritidis,Typhimurium","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,fermentation,
20005,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Cattle or Buffalo,Laboratory study (experimental),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beef cattle,feed,poultry litter,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"ensiling, deep stacking",deep stacking
9257,Serbia,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Cattle or Buffalo,Molecular studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19919,USA,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Cattle or Buffalo,Molecular studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,USA,Single group observational,Not Specified,Cattle or Buffalo,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,Botswana,Single group observational,Not Specified,Cattle or Buffalo,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,not reported,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Anatum,Reading,Kedougou","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,The feed samples were collected from an abattoir. I figured out the serotypes by crossreferencing Table 3 and Table 5.
5394,USA,Single group observational,Not Specified,Cattle or Buffalo,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,Norway,"Laboratory study (experimental, something manipulated)",Feed Manufacturing Plant,Fish,Laboratory study (experimental),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,Norway,"Laboratory study (experimental, something manipulated)",Feed Manufacturing Plant,Fish,Laboratory study (experimental),,,,,,,,,Fish / shellfish,feed,Not reported,"Concentration,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Agona,Kentucky","Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,disinfectants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The only relevant experiments are the suspension ones because they were the only ones that used feeds (as opposed to Salmonella isolated from feed or feed factories).
3960,Norway,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Feed Manufacturing Plant,Fish,Molecular studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298,Norway,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Feed Manufacturing Plant,Fish,Molecular studies,,,,,,,,,Fish / shellfish,"feed,environment","Not reported,corn products,Fish meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Tennessee,Montevideo,Anatum,Agona,Worthington,Enteritidis,Livingstone,Kentucky","Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,"not reported,Fish meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Montevideo,Schwarzewngrund,Anatum,Havana,Berta,cerro,Lille,Lexington,Livingstone,ohio,Stanley,Bere,6,7:b:-","Determining serotypes present,Molecular characterization (descriptive)",,,,,,"In the fish feed factories, environmental and feed samples were taken. In addition ""domestic and imported fish feed ingredients"" (source not reported) were included in this study."
12169,Norway,Single group observational,Feed Transportation,Fish,Single group observational,,,,,,,,,,,,,,,,,,,,Fish / shellfish,feed,fish meal,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All samples were negative for Salmonella.
5707,Bangladesh,Analytical observational,On-farm,Fish,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,Duck weed,No results presented,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,"I said ""On farm"" for setting because Figure 1 makes it look like the duckweek is being grown on the same site as where the fish are being farmed. They said they tested for Salmonella in the methods, but there is no mention of it in the results."
18834,India,Analytical observational,On-farm,Fish,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,"clam meat,formulated feed",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,,,,,,,,,,,,
799,Portugal,Single group observational,On-farm,Fish,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,"commercial feed, not otherwise specified",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,Salmonella was not detected in any of the feed samples tested.
1176,China,Single group observational,On-farm,Fish,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,pelleted feed,Prevalence / proportion positive,"Not specified / any or all combined / Salmonella spp.,Weltevreden,Typhimurium,1,4,[5],12:i:-,Stanley",Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,
5025,USA,Single group observational,On-farm,Fish,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,"commercial feed, not otherwise specified",Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All samples were negative for Salmonella.
5225,Thailand,Single group observational,On-farm,Fish,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,pelleted feed,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,
6858,Brazil,Single group observational,On-farm,Fish,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,animal byproducts,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All feed samples were negative for Salmonella.
12611,Not reported,Single group observational,Retail,Fish,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,animal byproducts,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,All samples were negative for Salmonella.
21425,China,Single group observational,Retail,Fish,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,fish meal,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,
9292,Poland,Analytical observational,Not Specified,Fish,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5375,Not reported,Diagnostic test evaluation,Not Specified,Fish,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6485,Egypt,"Laboratory study (experimental, something manipulated)",Not Specified,Fish,Laboratory study (experimental),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,Chicken manure,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,fermentation,
9415,Iran,"Laboratory study (experimental, something manipulated)",Not Specified,Fish,Laboratory study (experimental),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,fish oil,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Agona,"Estimating concentration of Salmonella,Estimating survival time of Salmonella",,,,,,
4298,Norway,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Fish,Molecular studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,Brazil,Challenge trial in natural setting (not lab),Field Used to Grow Animal Feeds,Goats,Challenge trial in natural setting,,"Cattle, not further specified,Goats","Crop in field,Irrigation water","Concentration,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,Estimating concentration of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,USA,Analytical observational,On-farm,Goats,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,Australia,Single group observational,On-farm,Goats,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Sheep,Goats",feed,"dry grain,pelleted feed,Hay",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,
9188,USA,Analytical observational,Retail,Goats,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,USA,Single group observational,Not Specified,Goats,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5394,USA,Single group observational,Not Specified,Goats,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10929,Not reported,Single group observational,Not Specified,Goats,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goats,feed,"Molasses,Common salt,fermented rice straw,clamshell,papaya latex,urea,Bentonite",Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,all samples were negative
16047,Not reported,Single group observational,Not Specified,Goats,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheep,Goats",feed,"silage,urea,poultry litter,olive cake",Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"ensiling, urea, poultry litter",
