Refid,User,Level,year,country,continent,st_design,setting,setting1,species,sources,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments,,NR_interv,Comments
10012,"Ellen_Vriezen,Mikalya_Plishka",3,2011,China,Asia,Diagnostic test evaluation,Feed Manufacturing Plant,Feed manufacturing plant,Not Reported,Feed,,,,,,,,Not reported,feed,"Commercial feed,Fish meal,protamine","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Agona,Typhimurium,Aberdeen,Derby,London,Manhatan,Paratyphi B,paratyphi c,limete,nitra,hissar,abortus bovis,Paratyphi A","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",Naturally infected,"Culture-based,Other",feed characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,"SarahTotton,Mikalya_Plishka",3,2017,China,Asia,Single group observational,Feed Manufacturing Plant,"Feed manufacturing plant,Animal feed at retail,On-farm (including farmed fish sites)",Not Reported,,,,,,,,,Not reported,feed,"animal byproducts,Rapeseed,Commercial feed,Feeding yeast,Soybean meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,Not reported,feed,"animal byproducts,commercial, not otherwise specified,Rapeseed,Soybean meal,Feeding yeast",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,Not reported,feed,"animal byproducts,commercial feed, not otherwise specified,Feeding yeast,Rapeseed,Soybean meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,"The authors did not report what types of feed were sampled at which locations (mill, farm, store)",,,
14663,"SarahTotton,Ellen_Vriezen",3,2011,India,Asia,Single group observational,Feed Manufacturing Plant,Feed manufacturing plant,Swine,,,,,,,,,Swine,feed,animal byproducts,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All samples were negative for Salmonella.,,,
1689,"SarahTotton,Ellen_Vriezen",3,2015,China,Asia,Analytical observational,Feed Manufacturing Plant,Feed manufacturing plant,Not Reported,,,,,,,,,Not reported,feed,recycled food products,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,fermentation / dry heat / hydrothermal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food waste. You can work out the denominator from the Methods section.,,,
359,"Ellen_Vriezen,Mikalya_Plishka",3,2019,India,Asia,Single group observational,Feed Manufacturing Plant,Feed manufacturing plant,Not Reported,,,,,,,,,Not reported,"feed,equipment",Rapeseed,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Bardo,Give,Orion,Typhimurium,Bareilly,Kedougou,Havana,Caminara","Estimating prevalence of Salmonella,Determining serotypes present,Evaluation of interventions to reduce Salmonella",,,,,removal of deposits and adhered materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3716,"Ellen_Vriezen,Mikalya_Plishka",3,2006,Japan,Asia,Single group observational,Feed Manufacturing Plant,Feed manufacturing plant,Not Reported,,,,,,,,,Not reported,"equipment,environment",,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Anatum,Agona,Typhimurium,Cubana,Havana,Liverpool,Livingstone,Albany","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources,Evaluation of interventions to reduce Salmonella",,,,,disinfection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4762,"SarahTotton,Mikalya_Plishka",3,1999,Saudi Arabia,Asia,Single group observational,Feed Manufacturing Plant,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,,,,,,,,,Broiler chickens,feed,"dry grain,Flour",Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Virchow,LIvingstone,Java,Concord","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,All samples from the feed mills were negative.,,,
9211,"SarahTotton,Mikalya_Plishka",3,2009,Pakistan,Asia,Analytical observational,Feed Manufacturing Plant,Feed manufacturing plant,Poultry,,,,,,,,,"Broiler chickens,Laying hens",feed,"pelleted feed,animal byproducts,Commercial feed,Mash","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Typhimurium,Enteritidis","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,feed characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9266,"Ellen_Vriezen,Mikalya_Plishka",3,2016,Turkey,Asia,Single group observational,Feed Manufacturing Plant,Feed manufacturing plant,Not Reported,,,,,,,,,Not reported,feed,"Feather meal,meat meal,blood meal,meat and bone meal,Chicken meal","Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,"SarahTotton,Mikalya_Plishka",3,2012,Japan,Asia,Single group observational,Feed Transportation,Feed transportation (e.g. feed trucks),Poultry,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not reported,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,"Ellen_Vriezen,Mikalya_Plishka",3,2011,"Not reported,USA,Ecuador,Australia,Uruguay,Taiwan,Thailand,Chile,Peru,American Samoa",Asia,Molecular studies,Feed Transportation,Feed transportation (e.g. feed trucks),Not Reported,,,,,,,,,,,,,,,,,,,,Not reported,feed,Not reported,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Johannesburg,Anatum,Infantis,Oranienburg,Amager,Schwarzengrund,Kentucky,Indiana,II,Ohio,Chester,Siegburg,Adelaide,Rissen,Livingstone,Havana,Fresno,Saintpaul,Babelsberg,Aberdeen","Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",geographic region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682,"SarahTotton,Mikalya_Plishka",3,2000,Japan,Asia,Analytical observational,Feed Transportation,Feed transportation (e.g. feed trucks),Poultry,,,,,,,,,,,,,,,,,,,,Laying hens,feed,"Commercial, not otherwise specified","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Tennessee,Infantis,Agona,II,Ohio,Rissen,Livingstone,Brandenburg,Muenster,Derby,UT,Bareilly,Hindmarsh,Thompson,Suberu,Orion,Edinburgh,Emek,Kisii,Regent,Enteritidis,Irion,Liverpool,Tilburg,Heidelberg,Corvallis,Grostrup,London,Krefeld,Hadar,Kambole,Grampian,Westhampton","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The feed was all sampled off the feed trucks. However, for S. Enteritidis, they determined which feed mill each positive sample came from.",,,
10234,"SarahTotton,Mikalya_Plishka",3,2004,Israel,Asia,Single group observational,Field Used to Grow Animal Feeds,"Field used to grow animal feeds,On-farm (including farmed fish sites)",Not Reported,,Not reported,"Crop in field,Soil",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,"poultry litter intended as feed,Total mixed ration (TMR),Silage",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,
17334,"SarahTotton,Mikalya_Plishka",3,2006,India,Asia,Single group observational,Field Used to Grow Animal Feeds,Field used to grow animal feeds,Not Reported,,Not reported,Crop in field,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All samples were negative for Salmonella.,,,
10039,"SarahTotton,Ellen_Vriezen",3,2014,India,Asia,Single group observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,"fishmeal,compound feed","Molecular characteristics,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,
10163,"Ellen_Vriezen,Mikalya_Plishka",3,2019,Jordan,Asia,Diagnostic test evaluation,On-farm,On-farm (including farmed fish sites),Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"corn,alfalfa",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,DNA-based,,,,,,,,,,,,,,,,,
10234,"SarahTotton,Mikalya_Plishka",3,2004,Israel,Asia,Single group observational,On-farm,"Field used to grow animal feeds,On-farm (including farmed fish sites)",Cattle,,Not reported,"Crop in field,Soil",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,"poultry litter intended as feed,Total mixed ration (TMR),Silage",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,
10452,"SarahTotton,Ellen_Vriezen",3,2017,Malaysia,Asia,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis,Braenderup","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,,,,food waste. You can work out the denominator from the Methods section.
10543,"Ellen_Vriezen,Mikalya_Plishka",3,2014,India,Asia,Clinical / field trial with natural disease exposure,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,
1093,"Ellen_Vriezen,Mikalya_Plishka",3,2018,China,Asia,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,"feed,equipment",Not specified,"Prevalence / proportion positive,Molecular characteristics",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Molecular characterization (descriptive),Comparison of molecular characterization between sources",,,,,,,,,,,,,,,,,,,,
11179,"Ellen_Vriezen,Mikalya_Plishka",3,2014,Thailand,Asia,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic ducks,feed,Not specified,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,
11397,"Ellen_Vriezen,Mikalya_Plishka",3,2014,India,Asia,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickens, not further specified",feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,"geographic region,farm characteristics",,,,,,,,,,,,,,,,
11648,"SarahTotton,Ellen_Vriezen",3,2013,South Korea,Asia,Analytical observational,On-farm,On-farm (including farmed fish sites),Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,Colostrum,"Prevalence / proportion positive,Concentration",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella",,,,,,,,,,,,,,,,,,,,
11685,"SarahTotton,Ellen_Vriezen",3,2012,India,Asia,Single group observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Typhimurium,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,
1176,"Ellen_Vriezen,Mikalya_Plishka",3,2017,China,Asia,Single group observational,On-farm,On-farm (including farmed fish sites),Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,pelleted feed,Prevalence / proportion positive,"Not specified / any or all combined / Salmonella spp.,Weltevreden,Typhimurium,1,4,[5],12:i:-,Stanley",Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,
123,"jan.sargeant,SarahTotton,Ellen_Vriezen,Mikalya_Plishka",3,2020,Viet Nam,Asia,Single group observational,On-farm,On-farm (including farmed fish sites),Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,pelleted feed,"Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Weltevreden","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,
12609,"SarahTotton,Ellen_Vriezen",3,2015,Thailand,Asia,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic ducks,feed,"animal byproducts,commercial feed, not otherwise specified,rice","Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Stanley,Javiana,Hvittingfoss","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,,,,
12652,"SarahTotton,Ellen_Vriezen",3,2018,India,Asia,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Molecular characteristics",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,"season, climate",,,,,,,,,,,,,,,,
