Refid,country,st_design,setting,species,outcome,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
5461,USA,Analytical observational,On-farm,Cattle or Buffalo,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,Not specified,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Muenchen,Meleagridis,Muenster,altona,Rough:gms:-,Rough:z:r6","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,"farm characteristics,other",,,,,,,,,,,,,
12661,USA,Analytical observational,On-farm,Cattle or Buffalo,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Beef cattle",feed,"pelleted feed,mineral mix,Not specified,commercial feed, not otherwise specified,maize,dry forage,wet forage,dry byproduct,wet byproduct,grain,oil seeds,mixed feeds","Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Typhimurium,Thompson,Braenderup,Lille","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,,,,,,,,,,,,
19466,Canada,Single group observational,On-farm,Cattle or Buffalo,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,supplement,"Reported number of positive samples without a denominator,Serotype(s) present in food / food environment / food equipment",Give,"Estimating prevalence of Salmonella,Outbreak investigation",,,,,,,,,,,,,,,,,
1424,USA,"Laboratory study (experimental, something manipulated)",On-farm,Cattle or Buffalo,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428,USA,Single group observational,On-farm,Cattle or Buffalo,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dairy cattle,feed,"dry grain,pelleted feed,Brewers,Rapeseed,Soybean meal,corn,Cottonseed,Beet pulp,Wheat,Corn / barley mix,Canola,Corn gluten,Grass seed","Prevalence / proportion positive,Survival time,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Estimating survival time of Salmonella,Determining antimicrobial resistance",,,,,,,,,,,,,,,,,
1488,Not reported,Diagnostic test evaluation,Retail,Cattle or Buffalo,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5729,USA,Diagnostic test evaluation,Retail,Cattle or Buffalo,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Not reported,"Laboratory study (experimental, something manipulated)",Retail,Cattle or Buffalo,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Not reported,"Laboratory study (experimental, something manipulated)",Retail,Cattle or Buffalo,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,Not reported,Diagnostic test evaluation,Retail,Cattle or Buffalo,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5729,USA,Diagnostic test evaluation,Retail,Cattle or Buffalo,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,USA,Single group observational,Not Specified,Cattle or Buffalo,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,Great Britain,Analytical observational,Not Specified,Cattle or Buffalo,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9257,Serbia,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Cattle or Buffalo,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19919,USA,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Cattle or Buffalo,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Not reported,Diagnostic test evaluation,Not Specified,Cattle or Buffalo,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Cattle or Buffalo,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3617,USA,"Laboratory study (experimental, something manipulated)",Not Specified,Cattle or Buffalo,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,Not reported,Diagnostic test evaluation,Not Specified,Cattle or Buffalo,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12709,Brazil,"Laboratory study (experimental, something manipulated)",Not Specified,Cattle or Buffalo,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Not reported,Diagnostic test evaluation,Not Specified,Cattle or Buffalo,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,USA,Single group observational,Not Specified,Cattle or Buffalo,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,USA,Single group observational,Not Specified,Cattle or Buffalo,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,USA,Analytical observational,Not Specified,Cattle or Buffalo,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,Great Britain,Analytical observational,Not Specified,Cattle or Buffalo,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3617,USA,"Laboratory study (experimental, something manipulated)",Not Specified,Cattle or Buffalo,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,Botswana,Single group observational,Not Specified,Cattle or Buffalo,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,Not reported,Diagnostic test evaluation,Not Specified,Cattle or Buffalo,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5394,USA,Single group observational,Not Specified,Cattle or Buffalo,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9119,Sweden,Diagnostic test evaluation,Not Specified,Cattle or Buffalo,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9257,Serbia,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Cattle or Buffalo,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9292,Poland,Analytical observational,Not Specified,Cattle or Buffalo,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16446,Belgium,Analytical observational,Not Specified,Cattle or Buffalo,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Not reported,Diagnostic test evaluation,Not Specified,Cattle or Buffalo,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,USA,Single group observational,Not Specified,Cattle or Buffalo,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,Great Britain,Analytical observational,Not Specified,Cattle or Buffalo,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3617,USA,"Laboratory study (experimental, something manipulated)",Not Specified,Cattle or Buffalo,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,Recycled poultry bedding,"Prevalence / proportion positive,Concentration,Survival time,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,stacking,
4206,USA,Diagnostic test evaluation,Not Specified,Cattle or Buffalo,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,Botswana,Single group observational,Not Specified,Cattle or Buffalo,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,not reported,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Anatum,Reading,Kedougou","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,The feed samples were collected from an abattoir. I figured out the serotypes by crossreferencing Table 3 and Table 5.
5394,USA,Single group observational,Not Specified,Cattle or Buffalo,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9119,Sweden,Diagnostic test evaluation,Not Specified,Cattle or Buffalo,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9257,Serbia,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Cattle or Buffalo,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12709,Brazil,"Laboratory study (experimental, something manipulated)",Not Specified,Cattle or Buffalo,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dairy cattle,feed,Colostrum,"Concentration,Survival time,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Enteritidis,Typhimurium","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,fermentation,
16446,Belgium,Analytical observational,Not Specified,Cattle or Buffalo,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19919,USA,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Cattle or Buffalo,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Cattle or Buffalo,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,pelleted feed,"Concentration,Survival time",Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,heat treatment,
2173,Spain,"Laboratory study (experimental, something manipulated)",Not Specified,Cattle or Buffalo,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,"pelleted feed,Commercial feed",Survival time,Not specified / any or all combined / Salmonella spp.,"Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,Organic Acids and Temperature,
3617,USA,"Laboratory study (experimental, something manipulated)",Not Specified,Cattle or Buffalo,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12709,Brazil,"Laboratory study (experimental, something manipulated)",Not Specified,Cattle or Buffalo,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,Norway,"Laboratory study (experimental, something manipulated)",Feed Manufacturing Plant,Fish,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,Norway,"Laboratory study (experimental, something manipulated)",Feed Manufacturing Plant,Fish,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960,Norway,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Feed Manufacturing Plant,Fish,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298,Norway,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Feed Manufacturing Plant,Fish,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,Norway,"Laboratory study (experimental, something manipulated)",Feed Manufacturing Plant,Fish,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960,Norway,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Feed Manufacturing Plant,Fish,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,Norway,"Laboratory study (experimental, something manipulated)",Feed Manufacturing Plant,Fish,Serovar(s) Present,,,,,,,,Fish / shellfish,feed,Not reported,"Concentration,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Agona,Kentucky","Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,disinfectants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The only relevant experiments are the suspension ones because they were the only ones that used feeds (as opposed to Salmonella isolated from feed or feed factories).
4298,Norway,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Feed Manufacturing Plant,Fish,Serovar(s) Present,,,,,,,,Fish / shellfish,"feed,environment","Not reported,corn products,Fish meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Tennessee,Montevideo,Anatum,Agona,Worthington,Enteritidis,Livingstone,Kentucky","Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,"not reported,Fish meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Montevideo,Schwarzewngrund,Anatum,Havana,Berta,cerro,Lille,Lexington,Livingstone,ohio,Stanley,Bere,6,7:b:-","Determining serotypes present,Molecular characterization (descriptive)",,,,,,"In the fish feed factories, environmental and feed samples were taken. In addition ""domestic and imported fish feed ingredients"" (source not reported) were included in this study."
2889,Norway,"Laboratory study (experimental, something manipulated)",Feed Manufacturing Plant,Fish,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,Portugal,Single group observational,On-farm,Fish,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,"commercial feed, not otherwise specified",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,Salmonella was not detected in any of the feed samples tested.
1176,China,Single group observational,On-farm,Fish,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,pelleted feed,Prevalence / proportion positive,"Not specified / any or all combined / Salmonella spp.,Weltevreden,Typhimurium,1,4,[5],12:i:-,Stanley",Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,
5225,Thailand,Single group observational,On-farm,Fish,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,pelleted feed,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,
6858,Brazil,Single group observational,On-farm,Fish,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,animal byproducts,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All feed samples were negative for Salmonella.
18834,India,Analytical observational,On-farm,Fish,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,"clam meat,formulated feed",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,,,,,,,,,,,,
21425,China,Single group observational,Retail,Fish,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,fish meal,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,
9415,Iran,"Laboratory study (experimental, something manipulated)",Not Specified,Fish,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298,Norway,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Fish,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5375,Not reported,Diagnostic test evaluation,Not Specified,Fish,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9292,Poland,Analytical observational,Not Specified,Fish,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298,Norway,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Fish,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5375,Not reported,Diagnostic test evaluation,Not Specified,Fish,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9415,Iran,"Laboratory study (experimental, something manipulated)",Not Specified,Fish,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,fish oil,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Agona,"Estimating concentration of Salmonella,Estimating survival time of Salmonella",,,,,,
9415,Iran,"Laboratory study (experimental, something manipulated)",Not Specified,Fish,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,Brazil,Challenge trial in natural setting (not lab),Field Used to Grow Animal Feeds,Goats,Concentration,"Cattle, not further specified,Goats","Crop in field,Irrigation water","Concentration,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,Estimating concentration of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,Australia,Single group observational,On-farm,Goats,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Sheep,Goats",feed,"dry grain,pelleted feed,Hay",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,
9188,USA,Analytical observational,Retail,Goats,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,USA,Single group observational,Not Specified,Goats,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,USA,Single group observational,Not Specified,Goats,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,USA,Single group observational,Not Specified,Goats,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5394,USA,Single group observational,Not Specified,Goats,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
