Refid,User,Level,year,country,continent,st_design,NR?,setting,species,serotype,NR_serotype,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
9813,"SarahTotton,Mikalya_Plishka",3,2003,Cyprus,Europe,Challenge trial in natural setting,Yes,"Field used to grow animal feeds,Not specified",Sheep,S. spp,Not specified / any or all combined / Salmonella spp.,Crop in field,"Survival time,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,borehole water vs treated sewage effluent and first cutting vs second cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheep,feed,"wheat,corn","Survival time,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,ensiling,
9812,"Ellen_Vriezen,Mikalya_Plishka",3,2004,United Kingdom,Europe,Analytical observational,Yes,Not specified,Swine,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"pelleted feed,animal byproducts,mineral mix,not reported,rapeseed,maise,wheat,compound feed,vegetable material","Reported number of positive samples without a denominator,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,heat treatment,
4181,"SarahTotton,Ellen_Vriezen",3,2003,United Kingdom,Europe,Laboratory study (experimental),Yes,Not specified,Swine,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"mineral mix,soybean meal,Fish meal,wheat,oats,milk","Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,copper sulphate and organic acids,
4369,"SarahTotton,Ellen_Vriezen",3,2002,Finland,Europe,Molecular studies,Yes,"Feed manufacturing plant,Not specified",Not Reported,S. Agona,Agona,,,,,,,Not reported,feed,Not reported,"Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Agona,"Molecular characterization (descriptive),Outbreak investigation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Agona,"Molecular characterization (descriptive),Outbreak investigation",,,,,,Samples were taken from feed mills and there was also feed sampled from unspecified places
5048,"SarahTotton,Mikalya_Plishka",3,1997,Greece,Europe,Molecular studies,Yes,Not specified,Not Reported,S. Enteritidis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Results were combined among sample types,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,
17194,"SarahTotton,Ellen_Vriezen",3,2005,Poland,Europe,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Enteritidis,"Enteritidis,Hadar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,Fish meal,"Concentration,Serotype(s) present in food / food environment / food equipment","Enteritidis,Hadar","Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,pressurization,
2489,"SarahTotton,Mikalya_Plishka",3,2012,Sweden,Europe,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. Typhimurium,"Infantis,Enteritidis,Typhimurium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,rapeseed,soybean meal","None of the above,Serotype(s) present in food / food environment / food equipment","Infantis,Enteritidis,Typhimurium",Development of validation of methods for detection of Salmonella,Both natural and innoculated evaluated,,"Culture-based,DNA-based",,,"Outcomes were positive agreement, negative agreement, false positive, false negative"
2489,"SarahTotton,Mikalya_Plishka",3,2012,Sweden,Europe,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. Enteritidis,"Infantis,Enteritidis,Typhimurium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,rapeseed,soybean meal","None of the above,Serotype(s) present in food / food environment / food equipment","Infantis,Enteritidis,Typhimurium",Development of validation of methods for detection of Salmonella,Both natural and innoculated evaluated,,"Culture-based,DNA-based",,,"Outcomes were positive agreement, negative agreement, false positive, false negative"
2489,"SarahTotton,Mikalya_Plishka",3,2012,Sweden,Europe,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. Infantis,"Infantis,Enteritidis,Typhimurium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,rapeseed,soybean meal","None of the above,Serotype(s) present in food / food environment / food equipment","Infantis,Enteritidis,Typhimurium",Development of validation of methods for detection of Salmonella,Both natural and innoculated evaluated,,"Culture-based,DNA-based",,,"Outcomes were positive agreement, negative agreement, false positive, false negative"
4568,"SarahTotton,Ellen_Vriezen",3,2001,Poland,Europe,Molecular studies,Yes,Not specified,Not Reported,S. Mbandaka,Mbandaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment",Mbandaka,"Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,
307,"SarahTotton,Ellen_Vriezen",3,2020,Germany,Europe,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Molecular characteristics,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Molecular characterization (descriptive)",Naturally infected,,DNA-based,,,For Q3 I picked Diagnostic test evaluation because it is the first thing mentioned in the Title and the Objectives. They do not indicate the results for feed specifically. I checked all of the Supplemental Materials and could find no mention of feed.
140,"Ellen_Vriezen,Mikalya_Plishka",3,2020,Italy,Europe,Laboratory study (experimental),Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,insects,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,"Study examined BSF larvae, which were obtained from a laboratory"
9133,"SarahTotton,Mikalya_Plishka",3,2013,Poland,Europe,Analytical observational,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"animal byproducts,not reported,rapeseed,Fish meal,barley,soya,sunflower,maise,linseed,wheat,oats,blood meal,sorghum,Oil seeds,Rye,Triticale,Millet",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,other,,Risk factor was year of sampling.
9139,"SarahTotton,Mikalya_Plishka",3,2005,Poland,Europe,Analytical observational,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,"""samples were taken from animal feed processing plants, imported batches, by Veterinary Inspectors during official controls and from farms"" however, the results were not presented separately by setting but rather pooled together"
9151,"SarahTotton,Mikalya_Plishka",3,2011,Poland,Europe,Analytical observational,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"animal byproducts,not reported,rapeseed,Fish meal,oilseed meal,barley,soya,sunflower,maise,wheat,oats,Poultry meal,Meat and bone meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,"feed characteristics,other",,"""All feed samples were collected from the farmer granaries, feed factories, and imported batches."" However, the authors did not specify in the Results which samples came from which setting. Prevalence was reported by year (That was the ""Other"" risk factor I identified). This paper looks similar to one that I previously extracted."
10420,"SarahTotton,Ellen_Vriezen",3,2018,Poland,Europe,Laboratory study (experimental),Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,maize silage,"Concentration,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,INNOCULANT LACTOSIL BIOGAZ PLUS,
10295,"Ellen_Vriezen,Mikalya_Plishka",3,2004,Poland,Europe,Molecular studies,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Antimicrobial resistance,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Determining antimicrobial resistance,Determining serotypes present",,,,,,
9699,"Ellen_Vriezen,Mikalya_Plishka",3,2010,Serbia,Europe,Single group observational,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,Brewers,rapeseed,soybean meal,Corn gluten,Fish meal,yeast,barley,wheat,corn,Corn germ meal,alfalfa,sunflower meal,Meat and bone meal,wheat meal,corn grits,Complete feed stuffs",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,
10522,"SarahTotton,Ellen_Vriezen",3,2009,Serbia,Europe,Single group observational,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"soybean meal,Fish meal,soya,sunflower,wheat,sunflower meal,Meat and bone meal,maize,maize feed flour,wheat feed flour,Complete feed stuffs",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,All samples were negative for Salmonella.
9087,"SarahTotton,Ellen_Vriezen",3,2001,Spain,Europe,Analytical observational,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,soybean meal,Fish meal,barley,corn,meat meal,wheat bran,sunflower meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
9210,"SarahTotton,Mikalya_Plishka",3,2001,Spain,Europe,Analytical observational,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,soybean meal,Fish meal,barley,corn,meat meal,wheat bran,sunflower meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,This is the only article in the conference proceeding that is relevant. I think this conference abstract may have been published as a full article that we've also extracted).
4429,"SarahTotton,Ellen_Vriezen",3,2002,Spain,Europe,Molecular studies,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"animal byproducts,not reported",Antimicrobial resistance,Not specified / any or all combined / Salmonella spp.,Determining antimicrobial resistance,,,,,,
9406,"Ellen_Vriezen,Mikalya_Plishka",3,2005,Lithuania,Europe,Analytical observational,Yes,Not specified,Not Reported,S. spp,"Not specified / any or all combined / Salmonella spp.,Infantis,Agona,Enteritidis,Typhimurium,Derby,Indiana,Virchow,Coeln,Djugu,Eschweiler,B gr. (04),C gr. (07),R form",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"not reported,meat products,fish products","Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Infantis,Agona,Enteritidis,Typhimurium,Derby,Indiana,Virchow,Coeln,Djugu,Eschweiler,B gr. (04),C gr. (07),R form","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
9406,"Ellen_Vriezen,Mikalya_Plishka",3,2005,Lithuania,Europe,Analytical observational,Yes,Not specified,Not Reported,S. Infantis,"Not specified / any or all combined / Salmonella spp.,Infantis,Agona,Enteritidis,Typhimurium,Derby,Indiana,Virchow,Coeln,Djugu,Eschweiler,B gr. (04),C gr. (07),R form",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"not reported,meat products,fish products","Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Infantis,Agona,Enteritidis,Typhimurium,Derby,Indiana,Virchow,Coeln,Djugu,Eschweiler,B gr. (04),C gr. (07),R form","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
9406,"Ellen_Vriezen,Mikalya_Plishka",3,2005,Lithuania,Europe,Analytical observational,Yes,Not specified,Not Reported,S. Agona,"Not specified / any or all combined / Salmonella spp.,Infantis,Agona,Enteritidis,Typhimurium,Derby,Indiana,Virchow,Coeln,Djugu,Eschweiler,B gr. (04),C gr. (07),R form",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"not reported,meat products,fish products","Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Infantis,Agona,Enteritidis,Typhimurium,Derby,Indiana,Virchow,Coeln,Djugu,Eschweiler,B gr. (04),C gr. (07),R form","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
9406,"Ellen_Vriezen,Mikalya_Plishka",3,2005,Lithuania,Europe,Analytical observational,Yes,Not specified,Not Reported,S. Typhimurium,"Not specified / any or all combined / Salmonella spp.,Infantis,Agona,Enteritidis,Typhimurium,Derby,Indiana,Virchow,Coeln,Djugu,Eschweiler,B gr. (04),C gr. (07),R form",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"not reported,meat products,fish products","Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Infantis,Agona,Enteritidis,Typhimurium,Derby,Indiana,Virchow,Coeln,Djugu,Eschweiler,B gr. (04),C gr. (07),R form","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
9406,"Ellen_Vriezen,Mikalya_Plishka",3,2005,Lithuania,Europe,Analytical observational,Yes,Not specified,Not Reported,S. Enteritidis,"Not specified / any or all combined / Salmonella spp.,Infantis,Agona,Enteritidis,Typhimurium,Derby,Indiana,Virchow,Coeln,Djugu,Eschweiler,B gr. (04),C gr. (07),R form",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"not reported,meat products,fish products","Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Infantis,Agona,Enteritidis,Typhimurium,Derby,Indiana,Virchow,Coeln,Djugu,Eschweiler,B gr. (04),C gr. (07),R form","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
